text,category
I am travelling and I tried to withdraw cash but didn't get what I was supposed to get.,wrong_exchange_rate_for_cash_withdrawal
My top-up never worked,top_up_failed
Why do you keep declining my payment? I tried several times already with this card and it's just not working,declined_card_payment
How do I reset the passcode?,passcode_forgotten
Can you freeze my card because someone used it while I was out of town. I did not make these purchases.,compromised_card
Why have I received a rebate for my payment after a week?,reverted_card_payment?
Why am I not allowed to transfer money to my cryptocurrency exchange?,beneficiary_not_allowed
My card has been swallowed by an ATM,card_swallowed
How much is the charge to top up via credit card?,top_up_by_card_charge
I would like to get help from someone with activating my card.,activate_my_card
"Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.",pending_card_payment
Can friends add to my account,topping_up_by_card
Can I auto-top up?  How do I do it?,automatic_top_up
Does this program take SWIFT transfers?,top_up_by_bank_transfer_charge
Where can I get my currencies exchanged?,exchange_via_app
"My phone was stolen, what should I do?",lost_or_stolen_phone
virtual card is not working for me,virtual_card_not_working
Do you know how to change my card PIN?,change_pin
"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",lost_or_stolen_card
What foreign exchange rate will I get?,exchange_rate
I want to change my name.,edit_personal_details
I am not being recognized by the app.,unable_to_verify_identity
"I just got my card and want to use it, how do I activate my card?",activate_my_card
I think my child used my card while I wasn't home.,compromised_card
Why did my card payment not work?,declined_card_payment
Why is there a direct debit payment on my app that is not from me?,direct_debit_payment_not_recognised
Can you tell me when my card will arrive?,card_delivery_estimate
I have an odd payment in my statement,card_payment_not_recognised
In what way can I change my PIN and where do I need to be?,change_pin
beneficiary transfer problems?,beneficiary_not_allowed
What happens if the ATM gives me the wrong amount of money?,wrong_amount_of_cash_received
After depositing a cheque my balance did not change.,balance_not_updated_after_cheque_or_cash_deposit
want a new card what are the fees,card_about_to_expire
What happens if my card expires?,card_about_to_expire
I need a refund on an item I have not received.  Am I able to simply cancel the payment?  I don't know how to do this.,request_refund
How long will the transfer take?,pending_transfer
I have no idea why my card payment did not work.,declined_card_payment
Do you have a tracking number for the card I was sent?,card_arrival
I can't withdraw any money from my account. Ive tried a couple different ATM machines and both of them wouldn't give me my money. What's going on? Is my account frozen or something?,declined_cash_withdrawal
"I need to use my disposable card multiple times a day, is there a cutoff limit?",disposable_card_limits
Why was my top up cancelled?,top_up_reverted
how to get a new card in china,card_about_to_expire
"I still haven't received my card after two weeks, is it lost?",card_arrival
"I would like to top up via credit card, which credit cards do you support?",supported_cards_and_currencies
I just completed a bank transfer and the balance didn't update,balance_not_updated_after_bank_transfer
I can't find the money I just added to my account.,pending_top_up
"I logged in wrong and am blocked, how do I log in?",pin_blocked
There is a cash withdrawl I don't remember.,cash_withdrawal_not_recognised
There's a payment that isn't mine on my app,card_payment_not_recognised
Which countries do you currently support?,country_support
I have a new card. How do i top it up?,topping_up_by_card
Where is the auto top-up option?,automatic_top_up
"Hello.  I ran into a problem with a transfer this morning.  I was trying to send money to some friends but when I tried to send it, the transfer failed.  I don't know what is causing the transfer to be rejected.  Please let me know what is causing the problem.  Thanks.",failed_transfer
There is a transaction showing up several times.,transaction_charged_twice
Will this app exchange currencies?,exchange_via_app
I have lost my phone.,lost_or_stolen_phone
Have you sent out my card yet?,card_arrival
"I want to add money but don't know what currencies you accept, can you tell me?",supported_cards_and_currencies
Could I get a MasterCard and Visa from you?,visa_or_mastercard
"I sent a payment, but the person I sent it to says they don't have it",transfer_not_received_by_recipient
I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any.,top_up_failed
Can I get a new card?,order_physical_card
I am sick of this damn company and want to close out my account.,terminate_account
Why has my card payment been declined?,declined_card_payment
Do you only use Visa or do you have Mastercard too?,visa_or_mastercard
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",transaction_charged_twice
Help me cancel a transfer.,cancel_transfer
Where are my funds coming from? I need to know.,verify_source_of_funds
I attempted to get cash in the ATM but I was denied,declined_cash_withdrawal
"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",pending_top_up
My statement is showing an extra £1 charge and I am unsure why. Is there an explanation for this?,extra_charge_on_statement
